459 	Loc0392 	4787796.0 	10
476 	Loc0158 	839894.0 	2
704 	Loc0158 	1713066.0 	4
2112 	Loc0392 	2986804.0 	7
2527 	Loc0158 	416559.0 	1
423 	Loc0158 	2566842.0 	6
987 	Loc6730 	1060000.0 	3
2786 	Loc0158 	850647.0 	3
2862 	Loc0158 	3381232.0 	8
3670 	Loc0158 	5917220.0 	36
3708 	Loc3990 	1700000.0 	7
2564 	Loc0158 	2910097.0 	7
1487 	Loc0392 	7111.0 	1
2460 	Loc0392 	14134.0 	2
2621 	Loc0392 	3324547.0 	14
847 	Loc0158 	2911478.0 	7
959 	Loc0158 	3327954.0 	8
1407 	Loc0158 	6826940.0 	16
1705 	Loc0158 	2543246.0 	6
1797 	Loc0392 	1039175.0 	6
2602 	Loc0158 	3394520.0 	8
709 	Loc0392 	21928.0 	3
2554 	Loc0392 	3985434.0 	15
1083 	Loc5620 	2970000.0 	6
3988 	Loc0392 	3982233.0 	5
429 	Loc0392 	1.0958677E7 	14
1527 	Loc0158 	1699708.0 	4
3086 	Loc0392 	3319131.0 	14
3271 	Loc6020 	1000000.0 	1
3419 	Loc7110 	400000.0 	2
3499 	Loc0392 	8286144.0 	26
3794 	Loc0392 	8587909.0 	28
1769 	Loc0158 	3327954.0 	8
1068 	Loc0392 	6931822.0 	28
2615 	Loc0392 	3971118.0 	19
386 	Loc0392 	2987419.0 	15
447 	Loc0392 	14313.0 	2
1024 	Loc0158 	1485128.0 	5
1559 	Loc0158 	3568148.0 	11
1849 	Loc0158 	849908.0 	2
1180 	Loc0158 	1696894.0 	5
1530 	Loc0392 	3321078.0 	12
2537 	Loc0158 	2558028.0 	6
3475 	Loc0158 	8687237.0 	34
414 	Loc0392 	7111.0 	1
3598 	Loc0392 	1510359.0 	9
1290 	Loc0392 	21623.0 	3
1802 	Loc0158 	6343519.0 	15
1844 	Loc0158 	3116241.0 	8
555 	Loc0158 	1661736.0 	4
2042 	Loc0158 	839286.0 	2
334 	Loc0158 	1709960.0 	4
770 	Loc0158 	2974258.0 	7
1899 	Loc0392 	4115622.0 	15
1931 	Loc5850 	10000.0 	1
1489 	Loc0608 	358580.0 	2
3734 	Loc0158 	2548998.0 	6
870 	Loc0392 	5287533.0 	22
3398 	Loc0392 	5298854.0 	25
3779 	Loc0392 	1.7602293E7 	33
192 	Loc0158 	5125422.0 	12
1529 	Loc0158 	6461465.0 	27
3662 	Loc0392 	14313.0 	2
378 	Loc0158 	429314.0 	1
2827 	Loc0392 	4965708.0 	21
2892 	Loc0392 	2003774.0 	11
3684 	Loc0392 	987466.0 	2
4089 	Loc0392 	2835422.0 	14
1113 	Loc0392 	6645098.0 	32
1760 	Loc0158 	2543881.0 	7
3634 	Loc0158 	7972500.0 	20
560 	Loc3990 	1000000.0 	4
3287 	Loc0392 	5186850.0 	23
1089 	Loc0392 	2500498.0 	12
1866 	Loc5950 	1280000.0 	4
1962 	Loc0158 	1705915.0 	5
2759 	Loc0392 	2992763.0 	13
409 	Loc0158 	3685805.0 	16
101 	Loc0158 	839894.0 	2
1507 	Loc0158 	1708448.0 	4
2232 	Loc6140 	250000.0 	1
3714 	Loc0158 	1705068.0 	4
263 	Loc0392 	7427546.0 	36
2213 	Loc0392 	3957027.0 	18
2290 	Loc0158 	835709.0 	3
2401 	Loc0158 	1550503.0 	5
2677 	Loc0158 	2136.0 	1
364 	Loc0392 	2236441.0 	8
921 	Loc0392 	1.0530125E7 	44
2035 	Loc0158 	1750319.0 	6
3023 	Loc0158 	2132180.0 	5
876 	Loc0158 	6826520.0 	18
1754 	Loc0158 	5924182.0 	15
193 	Loc0392 	1.1074232E7 	29
1794 	Loc0158 	2556758.0 	6
1824 	Loc0392 	994656.0 	5
2010 	Loc0392 	8056258.0 	35
2509 	Loc3750 	420000.0 	3
2924 	Loc0158 	3772773.0 	9
3432 	Loc0158 	1708876.0 	4
3794 	Loc0158 	587925.0 	4
1174 	Loc0392 	2987832.0 	4
1438 	Loc0158 	3374274.0 	8
3657 	Loc0158 	1714192.0 	4
3712 	Loc0158 	6202488.0 	27
163 	Loc0158 	833424.0 	2
1585 	Loc0392 	2359164.0 	11
2520 	Loc0392 	8934523.0 	11
255 	Loc0158 	1702722.0 	4
434 	Loc0158 	1677278.0 	4
1923 	Loc0158 	5071370.0 	12
2697 	Loc0392 	41378.0 	2
3604 	Loc0392 	4698454.0 	21
3955 	Loc4770 	20000.0 	2
181 	Loc0158 	3383142.0 	8
340 	Loc0392 	1010569.0 	6
374 	Loc0158 	2562312.0 	6
528 	Loc0392 	9519448.0 	49
1379 	Loc0158 	3419244.0 	9
2646 	Loc0392 	3983352.0 	18
470 	Loc0158 	1695720.0 	4
2206 	Loc6900 	80000.0 	2
2213 	Loc5510 	10000.0 	1
2865 	Loc3050 	20000.0 	2
897 	Loc0158 	1676186.0 	4
1755 	Loc0158 	1056738.0 	3
3145 	Loc6020 	2000000.0 	3
3570 	Loc0392 	6966056.0 	29
3679 	Loc0158 	2985500.0 	12
1090 	Loc0158 	105327.0 	1
1371 	Loc0158 	1715195.0 	5
1419 	Loc0158 	839894.0 	2
1873 	Loc0158 	1672516.0 	4
94 	Loc0158 	850646.0 	2
913 	Loc0392 	4280258.0 	17
2244 	Loc0392 	2966169.0 	4
2604 	Loc0158 	9824702.0 	31
2725 	Loc0392 	4459962.0 	20
3106 	Loc0392 	1322863.0 	6
2735 	Loc0392 	2493509.0 	11
851 	Loc0158 	1712514.0 	5
886 	Loc0392 	1008459.0 	3
1427 	Loc0392 	986153.0 	4
1781 	Loc0158 	6710014.0 	16
2792 	Loc0158 	1705914.0 	4
3278 	Loc0158 	2543880.0 	6
341 	Loc0392 	2017452.0 	12
867 	Loc0392 	7608570.0 	29
986 	Loc0392 	1.0725121E7 	18
2667 	Loc0392 	7634062.0 	25
3403 	Loc0158 	1706178.0 	4
3697 	Loc0158 	3324213.0 	9
3855 	Loc0158 	4227930.0 	10
1168 	Loc0392 	3942969.0 	17
2122 	Loc0158 	1679788.0 	4
2671 	Loc0392 	2953746.0 	3
3179 	Loc5620 	2460000.0 	5
4012 	Loc0158 	849908.0 	2
138 	Loc0392 	4787796.0 	10
247 	Loc0158 	914832.0 	5
660 	Loc0392 	2493509.0 	11
2304 	Loc5950 	40000.0 	2
3222 	Loc0158 	2993730.0 	7
1446 	Loc0158 	2574880.0 	6
1806 	Loc0158 	3740782.0 	10
2571 	Loc0158 	4607414.0 	13
3527 	Loc0158 	4228462.0 	10
3719 	Loc0158 	2516038.0 	6
1051 	Loc0158 	1705914.0 	4
2327 	Loc0392 	2987832.0 	4
3514 	Loc3940 	10000.0 	1
496 	Loc0158 	1797381.0 	5
1686 	Loc0158 	1710428.0 	4
2079 	Loc0158 	5067142.0 	12
3160 	Loc0392 	7111.0 	1
3345 	Loc0158 	1675976.0 	4
2184 	Loc0158 	1708876.0 	4
3328 	Loc0158 	5556717.0 	13
1220 	Loc0392 	7124.0 	1
1270 	Loc0158 	522781.0 	2
1813 	Loc1210 	890000.0 	14
2326 	Loc0158 	3341976.0 	10
3149 	Loc5320 	10000.0 	1
773 	Loc0392 	5312687.0 	22
963 	Loc0392 	7056.0 	1
20 	Loc0158 	839894.0 	2
798 	Loc5840 	880000.0 	5
2915 	Loc0158 	2137450.0 	5
3944 	Loc0392 	14313.0 	2
410 	Loc0158 	854496.0 	2
483 	Loc0158 	1712514.0 	4
1291 	Loc0392 	2493509.0 	11
4002 	Loc0158 	2562312.0 	6
732 	Loc0158 	4273572.0 	12
1493 	Loc0158 	3253125.0 	13
1845 	Loc0392 	999821.0 	5
2158 	Loc0158 	272347.0 	2
3750 	Loc0392 	986153.0 	4
3934 	Loc0158 	3973160.0 	10
1707 	Loc0392 	986153.0 	4
2825 	Loc0392 	5965018.0 	25
3721 	Loc0158 	4221800.0 	10
4027 	Loc0392 	7209.0 	1
4186 	Loc0158 	576498.0 	6
590 	Loc6510 	660000.0 	22
1307 	Loc0158 	1702534.0 	4
3247 	Loc0608 	145098.0 	1
501 	Loc0158 	9851788.0 	23
566 	Loc0392 	3011753.0 	13
1743 	Loc0392 	1008459.0 	3
518 	Loc0158 	5094826.0 	12
590 	Loc6512 	20000.0 	1
4207 	Loc0392 	2491611.0 	13
1453 	Loc0392 	2994080.0 	5
2203 	Loc0158 	105783.0 	1
2291 	Loc6020 	2000000.0 	3
4009 	Loc0392 	7955279.0 	32
537 	Loc0158 	6806500.0 	16
2332 	Loc0158 	2497086.0 	6
3013 	Loc0158 	843280.0 	2
3383 	Loc0392 	14313.0 	2
689 	Loc0392 	2984764.0 	13
3610 	Loc5230 	50000.0 	1
278 	Loc0392 	2480707.0 	12
442 	Loc0158 	2540192.0 	6
1912 	Loc0158 	857530.0 	2
3435 	Loc0392 	7967966.0 	32
1800 	Loc5850 	60000.0 	2
1851 	Loc0158 	3826563.0 	11
3022 	Loc0392 	2009394.0 	9
3645 	Loc0392 	1991650.0 	8
4113 	Loc0158 	2516548.0 	6
1685 	Loc0392 	2987839.0 	5
3431 	Loc7360 	140000.0 	3
3613 	Loc7110 	7540000.0 	26
3655 	Loc0392 	6971570.0 	28
1155 	Loc0158 	2553378.0 	6
2592 	Loc0392 	8066389.0 	38
4182 	Loc0158 	2493729.0 	6
1317 	Loc0158 	1699708.0 	4
1437 	Loc0158 	1702722.0 	5
2097 	Loc0158 	3062513.0 	8
2165 	Loc5850 	2000000.0 	5
2803 	Loc0158 	2995788.0 	7
2482 	Loc0392 	2871589.0 	10
3740 	Loc6020 	500000.0 	1
3945 	Loc0392 	9938674.0 	38
3798 	Loc0158 	835710.0 	2
2666 	Loc6020 	220000.0 	6
3033 	Loc0392 	5620825.0 	23
4117 	Loc0392 	1.1947217E7 	17
556 	Loc0158 	5346736.0 	13
3097 	Loc6020 	2500000.0 	5
3143 	Loc3990 	1040000.0 	13
3249 	Loc0392 	6149312.0 	28
